,rating,reviewContent,clean_text
1746,1,"Sorry baru ngasih Ulasan, barang nya berfungsi dengan baik, real 16GB, pengiriman cepat, packing juga rapih thank you seller and lazada :)",sorry ulas barang nya fungsi real gb kirim cepat packing rapih thank jual and lazada
1747,1,"Barang mendarat dg mulus dan cepat,,cman blom dites,,,sementara bintang 4,,, Walaupun dg COD tp seller fast respon",barang darat mulus cepatcman ditessementara bintang bayar kirim jual fast respon
1748,0,"tolong kalau barang belum sampai jangan notif di aplikasi barang sudah di terima , kenyataan nya aja biar cust gak panik lur . notif di terima tg 17 nya kemarin nyampenya besok tgl 18",tolong barang pemberitahuan aplikasi barang terima nyata nya biar cust panik lur pemberitahuan terima tg nya kemarin nyampenya besok tanggal
1749,1,"waw ...cpt sekali dtng ny....& bagus pula, rapih kemas ny jga ..sya suka",waw cepat dtng ny bagus rapih kemas ny suka
1750,2,Suka sama barangnya terimakasih,suka barang terimakasih
1751,1,Bgs murah n bermanfaat,bgs murah n manfaat
1752,1,"flashdisknya bagus dan ga ada kerusakan, alhamdulillah. pengirimannya juga cepet banget, baru kemaren dipesen dan hari ini lanngsung sampai.",flashdisknya bagus rusa alhamdulillah kirim cepat banget kemaren sen lanngsung
1753,0,"Kacau nih seller , barang pesan 2 dikirim 1 , padahal bayar nya 2 . Kalau tau gitu mending beli di toko sebelah , pas lagi barengan event nya . Gak teliti nih seller .",kacau nih jual barang pesan kirim bayar nya tau mending beli toko belah pas bareng acara nya teliti nih jual
1754,2,Barang sudah sampai walaupun agak lama packing bagus dan rapi Barang dah Di coba OK tapi sayang cuma bisa buat mengisi data iso sekitar 4 gb an kagak bisa dan winrar sekitar 4-9 gb walaupun buat music atau video bisa tapi masih beli ane coat video yg 4 at 9 gb nya tpi OK nih,barang packing bagus rapi barang coba ok sayang isi data gb an winrar gb musik video beli coat video at gb nya ok nih
1755,0,"kecewa... bukannya flasdisk yg dikirim, mlh micro SD yg dkirim. mls proses retur nya. sellernya teledor..",kecewa flasdisk kirim micro sd dkirim malas proses retur nya sellernya teledor
1756,0,PLASDISK NYA MASSA EROR GAN KAN DATA UDAH DI SAVE TAPI MASIH HILANG LAGI UDAH LAGI KURIR NYA GK RAMAH PELAYANAN NYA,plasdisk nya massa eror juragan data save hilang kurir nya ramah layan nya
1757,1,barang sesuai pesanan packing rapi mantul,barang sesuai pesan packing rapi mantul
1758,1,mantap lah no coment,mantap nomor komen
1759,2,"brg datang baik, meskipun ga tepat waktu. seminggu lebih, padahal kalo pake expedisi sebelah bisa 2 sampai 3 hari saja. brg berdungsi normal, terbaca 14gb. tapi kok item kesannya sangat ringkih beda dengan item lain yg pernah saya pake, terasa banget di tangan dari berat, permukaan bodi dll",barang minggu pakai expedisi belah barang berdungsi normal baca gb item kesan ringkih beda item pakai banget tangan berat muka bodi lain
1760,1,produknya sangat baik dan pengiriman cepat baru juga kmrn pesen 1 hari doang langsung barangnya udh ada.. RECOMMENDEDT BGT PRODUKNYA,produk kirim cepat kemarin pesan langsung barang recommendedt banget produk
1761,2,"Barang ok,bekerja dg normal... Tp sayang isi cuma 14 Gb... Yg 2gb kmn y?",barang okbekerja normal sayang isi gb gb mana y
1762,1,ok brangnya.,ok brangnya
1763,2,barang ok berfungsi tpi kcewa dkit ngga full 16GB,barang ok fungsi kcewa full gb
1764,1,produk bagus,produk bagus
1765,1,"pengiriman terlalu cepat,mantap berfungsi",kirim cepatmantap fungsi
1766,1,barangnnya dah sampai top langsung saya pakai...,barangnnya top langsung pakai
1767,2,"Barang diterima dgn baik, kualitas bagus, sayangnya pengiriman yang agak lama",barang terima kualitas bagus sayang kirim
1768,0,flasdisk tdk bs dipakai,flasdisk pakai
1769,1,"baru sempet ulas,barang bgus cpet lebih cpet dri estimasi.",sempet ulasbarang bgus cpet cpet estimasi
1770,1,sesuai pesanan,sesuai pesan
1771,1,Bagus. Berfungsi dgn baik. Kurirnya juga ramah. Tks lazada 😘,bagus fungsi kurir ramah terimakasih lazada
1772,2,barang bagus lumayan,barang bagus lumayan
1773,0,ngga bisa dipakeee,dipakeee
1774,1,barang udah diterima pengiriman cepat packing rapi & kurir udah langganan,barang terima kirim cepat packing rapi kurir langgan
1775,1,"barang good, pengiriman standart tpi overall oke",barang good kirim standart overall oke
1776,1,barang sesuai gambar..bagus,barang sesuai gambarbagus
1777,1,"barang sesuai gambar, tp blm d coba. smga berfungsi normal",barang sesuai gambar d coba moga fungsi normal
1778,2,"barang sdh sampai, kirim cepat, recomended",barang kirim cepat recomended
1779,2,pengiriman terlalu lama,kirim
1780,0,"flashdisk gabisa dipake, buang aja",flashdisk pakai buang
1781,1,barang sdh saya terima thx,barang terima terimakasih
1782,1,produk yang dijual original dan pengemasan baik.,produk jual original emas
1783,0,ko isinya cuma 14 gb ya,ko isi gb ya
1784,2,Pengiriman cepat. Isi nya cuma 14 Gb,kirim cepat isi nya gb
1785,1,Barang sesuai deskripsi 👍,barang sesuai deskripsi
1786,2,Ternyata kecil banget. Tapi tetep suka,banget suka
1787,2,kapasitas nya ko 14 gb ya?,kapasitas nya ko gb ya
1788,2,"overall bagus tpi, pas di cek kapasitas flashdisknya knp jdi 14gb? 2gbnya lgi kmna?",overall bagus pas cek kapasitas flashdisknya gb gbnya mana
1789,0,"di pesanan ada otg nya, tpi yng di kirim tidak ada otg nya.",pesan otg nya kirim otg nya
1790,2,Barang normal...Ok,barang normalok
1791,1,Barang sampe dengan selamat sesuai produk dan bagus hasilnya  Thx lazada n toko valet,barang selamat sesuai produk bagus hasil terimakasih lazada n toko valet
1792,1,Barang sampai dengan selamat. terima kasih,barang selamat terima kasih
1793,0,"barangnya mana bos, sdh hampir 1 bulang ditunggu ga dtng, tolong kejelasannya. atau balikin duit sya.",barang bos bulang tunggu dtng tolong jelas balikin duit
1794,0,Datangnya lama barangnya juga jlek tak bisa muat file video padahal cuman 3 gb. Katanya 32 gb. Pokoknya ga puas deh..,datang barang jlek muat file video gb gb pokok puas deh
1795,2,flashdisk nya bagus tetapi kabel otg nya rusak,flashdisk nya bagus kabel otg nya rusak
1796,1,semua pas...tidak ada yang rusak..semoga pelanggan lainnya juga mendapatkan hal yang memuaskan dari seller nya.,pastidak rusaksemoga langgan muas jual nya
1797,2,kak gimana nih kok ga bisa di pke ke hp sih malah ada tulisan drive tdk di dukung dan hrus memformat data dlu,kak nih pakai hp sih tulis drive dukung format data
1798,0,barang bodong gk bisa di pakek samasekali😈 file yg di pindahkan jadi hilang semua😈,barang bodong pakai samasekali file pindah hilang
1799,0,baru dipake sekali lngsng rusak 😑😑😑,pakai langsung rusak
1800,0,barang rusak gak kebaca di PC maupun hp,barang rusak baca pc hp
1801,2,Kabel OTG nya rusak ya gan? Ko saya colokin ga bisa connect,kabel otg nya rusak ya juragan ko colokin connect
1802,0,"Saya memesan warna biru, tetapi Anda memberikan warna hitam. Mengapa Anda memiliki pilihan bagi pelanggan untuk memilih. Saya tidak punya ide.",mes warna biru warna hitam milik pilih langgan pilih ide
1803,0,"barang abal2, tidak bisa dipakai",barang abal pakai
1804,2,"barang bagus cepet sampai,packing bagus,benda benda tambahannya ikut dihargai jg dan kualitasnya jelek..",barang bagus cepat sampaipacking bagusbenda benda tambah harga kualitas jelek
1805,2,"hardisk oke, barang sesuai pesanan, tapi pengiriman sangat lama dan botol pecah",hardisk oke barang sesuai pesan kirim botol pecah
1806,0,barang yg nyampai gak sesuai pesanan bagaimna tangapan nya,barang nyampai sesuai pesan bagaimna tangap nya
1807,0,tidak bisa di pake fd nya.,pakai fd nya
1808,0,Maaf kak plesdis y gag bisa di guna kn  Gag terbaca sama komputer dan hp  Bagai mana nih kak,maaf kak plesdis y baca komputer hp nih kak
1809,0,Pengiriman produk sangat lama,kirim produk
1810,0,gak berfungsi,fungsi
1811,1,packing rapi. mantap,packing rapi mantap
1812,1,Belum di coba kemasan rapi banget,coba kemas rapi banget
1813,1,produk telah diterima dengan baik dan packing juga rapi,produk terima packing rapi
1814,0,KECEWA..,kecewa
1815,1,barang bagus recommended seller,barang bagus recommended jual
1816,1,Baru kasih testi nih.....Recommended  toko deh.Biar bintang yg berbicara...,kasih testi nihrecommended toko dehbiar bintang bicara
1817,1,suka barangnya makasih. cepat sekali pengirimannya senang sekali,suka barang terimakasih cepat kirim senang
1818,1,mantap,mantap
1819,1,"bagus,,,",bagus
1820,1,"proses lumayan cepet, packing bagus, kualitas terjamin terjamin. mantabs puas gan....",proses lumayan cepat packing bagus kualitas jamin jamin mantap puas juragan
1821,1,"barang original, mantap Sandisknya smoga awet",barang original mantap sandisknya moga awet
1822,1,sesuai dengan pesanan... cantik fdnya,sesuai pesan cantik fdnya
1823,1,good job,good job
1824,0,barang rusak,barang rusak
1825,1,barang tk usah d raguakan lagi original mataap,barang tk d raguakan original mataap
1826,2,pas dicoba flashdisknya ada shortcut dri flashdisk nya,pas coba flashdisknya shortcut flashdisk nya
1827,2,Lama pke bgt... Disruh buru tf kata brang udh disiapin... Tpi brang smpe ya 2 minggu an... Abis itu mksa suruh follow store ya lgi,pakai banget disruh buru tf brang disiapin brang ya minggu an habis mksa suruh follow store ya
1828,1,barang sesuai joss... dg nota pembelian. blm di coba semoga aja tahan lama.,barang sesuai joss nota beli coba moga tahan
1829,1,rancak bana,rancak bana
1830,1,bagus,bagus
1831,0,"flash disk nya baru d pakek 2 hari udah rusak,  gak bisa buat simpen file...  sedih.. apa bisa d folow up mas",flash disk nya d pakai rusak simpan file sedih d follow up mas
1832,2,"untuk harga segitu bagus sih....tp kalau mau yg berkualitas...ya harus membutuhkan pengorbanan , nguras kantong agak dalem",harga segitu bagus sihtp berkualitasya butuh korban uras kantong dalem
1833,2,"ga bagus,,masa tiap copy file,,wktu dbuka lg ud hilang,,,ud  dcoba berkali2 tetep kek gt",bagusmasa copy filewktu dbuka hilangud dcoba kali
1834,0,Data yg saya simpan Hilang & sekalinya ada ga bisa di buka. Yang bagus cuma kabel OTG-nya doang.,data simpan hilang sekali buka bagus kabel otgnya
1835,0,Baru dipakai beberapa hari udah rusak + pengirimannya lama,pakai rusak kirim
1836,0,Pesanan sampai sekarang blm sy terima tw nyangkut dimana,pesan terima tw nyangkut mana
1837,2,"tudak bisa menyimpan file bangak, kadang file yg di save tidak bisa di save",tudak simpan file bangak kadang file save save
1838,2,semoga barangnya ori dan terpakai lama,moga barang original pakai
1839,0,bagus...mudah2an awetttt,bagusmudahan awetttt
1840,1,brg sesuai deskripsi dan pengiriman cepat,barang sesuai deskripsi kirim cepat
1841,1,"Paket dikemas dengan baik, tersegel, thanks",paket kemas segel terimakasih
1842,0,gan saya mau nanya ini harddisk kan kenapa pas  saya colokkan ga kebaca,juragan harddisk pas colok baca
1843,2,packing rapi cuma pengiriman agak lambat,packing rapi kirim lambat
1844,2,"barang diterima sesuai pesanan, tidak ada yang istimewa",barang terima sesuai pesan istimewa
1845,1,"Sip sesuai sekali   , order lagi ya gan",sip sesuai order ya juragan
1846,0,"tidak ada garansi ,semoga awet barangnya.",garansi moga awet barang
1847,1,overall mantaapp... alhamdulillah... 👍👍👍,overall mantaapp alhamdulillah
1848,2,"barang puoch hdd kurang panjang, jdi saat dimasukan Hardisk kurang pas,,, yg lainx bagus...",barang puoch hdd masuk hardisk pas bagus
1849,2,barang bagus.. cuman bonus yg tertera kok gak ada yaa...,barang bagus bonus tera yaa
1850,2,barang sudah sampai,barang
1851,0,Ga ada kartu garansinya. Warna black yang dikirim silver :(,kartu garansi warna black kirim silver
1852,0,"Barang oke, kapasitas juga sesuai, cuma mohon maaf saya ga kasih bintang 5 (dimana seharusnya bintang 5) krn WARNA NYA BIRU. Padahal saya sudah info ke seller, warna req hitam dan kalo tidak ada hitam warna apa saja gak apa asal BUKAN BIRU. Eh malah dikirim Biru.. yasudahlah. Sukses untuk Jaya",barang oke kapasitas sesuai mohon maaf kasih bintang mana bintang warna nya biru informasi jual warna req hitam hitam warna biru eh kirim biru yasudahlah sukses jaya
1853,2,"bos, tolong kasi tau ke om kurirnya jangan asal kasih barang ke orang lain.. telfon dulu sm yg punya barang.",bos tolong kasih tau om kurir kasih barang orang telepon barang
1854,1,"recommended banget, pesen tanggal 28 Mei tanggal 29 barang langsung nyampe, packaging rapi dan barangnya sesuai deskripsi, top banget deh",recommended banget pesan tanggal mei tanggal barang langsung packaging rapi barang sesuai deskripsi top banget deh
1855,1,barang bagus & pengiriman sesuai dengan yang dijanjikan.,barang bagus kirim sesuai janji
1856,1,Mantap barangnya ....,mantap barang
1857,2,barangnya si ok tapi kenapa botolnya pecah!,barang si ok botol pecah
1858,0,"Barang diterima lebih lama dari perkiraan. Kesan pertama, saya tidak menemukan bonus USB 8 GB tetapi yang paling mengecewakan bahwa barang tidak bisa dipakai. Menurut IT kantor saya, barang seri itu memang bermasalah dan kemungkinan barang yang saya terima bukan barang baru???? Apakah mungkin saya mengembalikan barang?",barang terima kira kesan temu bonus usb gb kecewa barang pakai it kantor barang seri masalah barang terima barang kembali barang
1859,1,mantap barang sudah smpe dri kmrin lebih cpt dri perkiraan..thx lazada,mantap barang kemarin cepat perkiraanthx lazada
1860,0,Kemasannya penyok & barang yg saya terima cop kabelnya putus jadi ga bisa kepakai,kemas penyok barang terima cop kabel putus pakai
1861,0,"pesan yg 32 gb.. wktu d cek d laptop cma 28,8 gb.. 😏",pesan gb d cek d laptop cma gb
1862,1,"barang 100% Asli. terimakasih seller ,kurrir. LAZADA",barang asli terimakasih jual kurrir lazada
1863,1,trims lazada paket sudah tiba lebih cepat dari estimasi..,trims lazada paket cepat estimasi
1864,1,bagus dan barangnya memuaskan,bagus barang muas
1865,1,good product n seller. semoga awet.,good produk n jual moga awet
1866,0,dear lazada produknya salah kirim isi nya bukan usb tetapi kertas... saya mau return barangnya...,dear lazada produk salah kirim isi nya usb kertas return barang
1867,2,"Barang sdh diterima dgn baik, tetapi setelah di coba tdk jadi, mungkin krn brg murah ya,,,",barang terima coba barang murah ya
1868,0,"digambar nya ada 2 speker kiri kanan,tp setelah sampai batang speker nya ko gk ada,harus nya klu hk ada di gambar nya juga jngn ada gambar sepeker dong",gambar nya speker kiri kanantp batang speker nya ko adaharus nya hk gambar nya jngn gambar sepeker
1869,2,"pengiriman tepat waktu barang sdh sy cek copy paste, formating, dan kapasitas sesuai 64gb tinggal cek untuk booting os saja",kirim barang cek copy paste formating kapasitas sesuai gb tinggal cek booting os
1870,0,flashdiks corupt dijual,flashdiks corupt jual
1871,1,"bener bagus,bisa buat nyimpen speaker + headset",bener bagusbisa nyimpen speaker headset
1872,1,barang tiba tepat dengan waktu yg sudah di tentukan packaging rapi dan bagus. thanks Lazada !!!!!!!!,barang tentu packaging rapi bagus terimakasih lazada
1873,2,"barang aga sedikit tidak sesuai dengan gambar, kualitas barang dari jahitan dan dalamnya kurang rapi dan tipis tidak empuk untuk meminimalisir efek guncangan, size lebih kecil dari yang saya kira",barang aga sesuai gambar kualitas barang jahit dalam rapi tipis empuk meminimalisir efek guncang size
1874,2,Baru 2 hari pake resletingnya udah jebol. Namanya juga mureehhh,pakai resletingnya jebol nama mureehhh
1875,1,"biasa aja barang nya , gambar nya bagus pengiriman ok",barang nya gambar nya bagus kirim ok
1876,1,"barang oke, sesuai ekspektasi dg harga segitu",barang oke sesuai ekspektasi harga segitu
1877,1,Bagus,bagus
1878,2,bungkusannya kurang.hanya terbungkus plastik saja. tergores barangnya. thx aza,bungkus kuranghanya bungkus plastik gores barang terimakasih aza
1879,1,Barang dan ukuran sesuai dengan gambar dan deskripsi.Puas!,barang ukur sesuai gambar deskripsipuas
1880,2,terlalu setandar mungkin karna harganya yg murah,setandar harga murah
1881,2,"lumayan untuk melindungi harddisk, kirain saya hardcase ternyata gak.",lumayan lindung harddisk kirain hardcase
1882,1,sesuia,sesuia
1883,0,lama koneknya,koneknya
1884,1,sesuai gambar dan berfungsi dengan baik,sesuai gambar fungsi
1885,1,"barang bagus, free nya ada, pokok nya siip lah,,, 👍 mksh seller n kurir sprt biasa... :)",barang bagus free nya pokok nya siip terimakasih jual n kurir
1886,1,"BARANG BAGUS,, HANYA SAJA KABEL OTC Y TIDAK BISA SAYA PAKAI",barang bagus kabel otc y pakai
1887,2,Ga taunya kegedean sm hd merk wd.. tp its ok,tau hd merk wd its ok
1888,0,barang retak tiba di rumah,barang retak rumah
1889,2,Alhmdllah barang sudah tiba dengan selamat,alhmdllah barang selamat
1890,0,kesel,kesel
1891,2,paket cepat paking rapi barang mulus.terimakasih.... lazadaa,paket cepat paking rapi barang mulusterimakasih lazadaa
